"P_000736","P_000737","P_000646","P_000647","P_000648","P_001886","P_001887","P_002539","P_002540","P_002521","P_002522","P_002547","P_002548","P_000733","P_002440","P_000687","P_000690","P_000691","P_000721","P_000720","P_000744","P_000745","P_000753","P_002441","P_000500","P_000501","VAL_0","VAL_1","VAL_2","VAL_3"
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2267",TAXA DE LICENÇA VIGILÂNCIA SANITÁRIA - PARCELAMENTO DÍVIDA ATIVA JUDICIAL,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121500",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,"112150",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,TAXAS,"2",2024,"659",OUTROS RECURSOS VINCULADOS À SAÚDE,Fevereiro,2,"11215003",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA - DÍVIDA ATIVA,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,6292.01,20973.32,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"1334",ISS PRÓPRIO EX. ANTERIOR - SIMPLES NACIONAL,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Março,3,"11145111",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - PRINCIPAL,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,73145.08,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4538",MULTAS SOBRE TRSD - TAXA COL. REM. DEST. RES. SÓLIDOS - EXERCÍCIO,"1122",TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"1122010",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,"112201",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Março,3,"11220102",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL - MULTAS E JUROS,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,1005.45,3351.49,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6011",CONCESSÃO DE USO DE OSSUÁRIO EM NECRÓPOLES - EMLURB,"1311",EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO,"1311020","CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS","131102","CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS",EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO,"1",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Março,3,"13110201","CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS - PRINCIPAL",RECEITA PATRIMONIAL,"3","501000",AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA - EMLURB,,0,74066.17,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"1333",ISS PRÓPRIO EXERCÍCIO - SIMPLES NACIONAL,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Maio,5,"11145111",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - PRINCIPAL,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,14265533.65,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2226",TAXA DE LICENÇA DE FUNCIONAMENTO - PARCELAMENTO DÍVIDA ATIVA ADMINISTRATIVA,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121010","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO","112101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO",TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Maio,5,"11210103","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - DÍVIDA ATIVA","IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,166070.31,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"1351",ISS PRÓPRIO CONFISSÃO- ADMINISTRATIVA,"1114",IMPOSTOS SOBRE A PRODUÇÃO E CIRCULAÇÃO DE MERCADORIAS E SERVIÇOS,"1114511",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN,"111451",IMPOSTOS SOBRE SERVIÇOS,IMPOSTOS,"1",2024,"500",RECURSOS NÃO VINCULADOS DE IMPOSTOS,Junho,6,"11145111",IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA - ISSQN - PRINCIPAL,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,135389.7,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"9446",UTILIZ./ RESERVA CAPELA P/ VELÓRIO P/ 12H - CEMITÉRIO STO. AMARO - FT 899 - 15.01,"1699",OUTROS SERVIÇOS,"1699990",OUTROS SERVIÇOS,"169999",OUTROS SERVIÇOS,OUTROS SERVIÇOS,"9",2024,"899",OUTROS RECURSOS VINCULADOS,Julho,7,"16999901",OUTROS SERVIÇOS - PRINCIPAL,RECEITA DE SERVIÇOS,"6","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,6142.27,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6264",REND. DE APLICAÇÃO DE RECURSOS DO FUNDEB - FT 540 - 15.01,"1321",JUROS E CORREÇÕES MONETÁRIAS,"1321010",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,"132101",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS,VALORES MOBILIÁRIOS,"2",2024,"540",TRANSFERÊNCIAS DO FUNDEB - IMPOSTOS E TRANSFERÊNCIAS DE IMPOSTOS,Fevereiro,2,"13210101",REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS - PRINCIPAL,RECEITA PATRIMONIAL,"3","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,439930.19,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2279",TAXA DE LIMPEZA PÚBLICA - PARCELAMENTO ADMINISTRATIVO - FT 501,"1122",TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"1122010",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,"112201",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,TAXAS,"2",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Agosto,8,"11220101",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL - PRINCIPAL,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,976.3,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2141","TAXA DE COLETA, REMOÇÃO E DEST. RESÍDUOS SÓLIDOS - TRSD EXERCÍCIO","1122",TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"1122010",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,"112201",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Agosto,8,"11220101",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL - PRINCIPAL,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,5667565.72,18891885.71,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2127",TAXA DE ILUMINAÇÃO PÚBLICA - PARCELAMENTO DÍVIDA ATIVA JUDICIAL,"1241",CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA,"1241500",CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA,"124150",CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA,CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA,"4",2024,"751",RECURSOS DA COSIP,Agosto,8,"12415003",CONTRIBUIÇÃO PARA O CUSTEIO DO SERVIÇO DE ILUMINAÇÃO PÚBLICA - DÍVIDA ATIVA,CONTRIBUIÇÕES,"2","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,48.55,161.85,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2114",TAXA DE LIMPEZA PÚBLICA - DÍVIDA ATIVA JUDICIAL,"1122",TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"1122530",TAXA PELA PRESTAÇÃO DE SERVIÇOS DE LIMPEZA PÚBLICA E MANEJO DE RESÍDUOS SÓLIDOS,"112253",TAXA PELA PRESTAÇÃO DE SERVIÇOS DE LIMPEZA PÚBLICA E MANEJO DE RESÍDUOS SÓLIDOS,TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Setembro,9,"11225303",TAXA PELA PRESTAÇÃO DE SERVIÇOS DE LIMPEZA PÚBLICA E MANEJO DE RESÍDUOS SÓLIDOS - DÍVIDA ATIVA,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,1084627.96,3599246.3,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2279",TAXA DE LIMPEZA PÚBLICA - PARCELAMENTO ADMINISTRATIVO - FT 501,"1122",TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"1122530",TAXA PELA PRESTAÇÃO DE SERVIÇOS DE LIMPEZA PÚBLICA E MANEJO DE RESÍDUOS SÓLIDOS,"112253",TAXA PELA PRESTAÇÃO DE SERVIÇOS DE LIMPEZA PÚBLICA E MANEJO DE RESÍDUOS SÓLIDOS,TAXAS,"2",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Outubro,10,"11225301",TAXA PELA PRESTAÇÃO DE SERVIÇOS DE LIMPEZA PÚBLICA E MANEJO DE RESÍDUOS SÓLIDOS - PRINCIPAL,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,787.12,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6280",COTA-PARTE DO FUNDO ESPECIAL DO PETRÓLEO - FEP,"1712",TRANSFERÊNCIAS DAS COMPENSAÇÕES FINANCEIRAS PELA EXPLORAÇÃO DE RECURSOS NATURAIS,"1712524",COTA-PARTE DO FUNDO ESPECIAL DO PETRÓLEO - FEP,"171252",COTA-PARTE DA COMPENSAÇÃO FINANCEIRA PELA PRODUÇÃO DE PETRÓLEO,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,"1",2024,"720",TRANSF. DA UNIÃO REF. ÀS PARTICIPAÇÕES NA EXPLORAÇÃO DE PETRÓLEO E GÁS NATURAL DESTINADAS AO FEP - LEI N° 9.478/1997,Outubro,10,"17125241",COTA-PARTE DO FUNDO ESPECIAL DO PETRÓLEO - FEP - PRINCIPAL,TRANSFERÊNCIAS CORRENTES,"7","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,1950390.09,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2251",TAXA LIC. PELA OCUPAÇÃO DE ÁREAS PÚBLICAS - EXERCÍCIO,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121010","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO","112101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO",TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Outubro,10,"11210101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - PRINCIPAL","IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,4642.65,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2146",TRSD - PARCELAMENTO DÍVIDA ATIVA ADMINISTRATIVA,"1122",TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"1122010",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,"112201",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Janeiro,1,"11220103",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL - DÍVIDA ATIVA,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,214833.14,716110.42,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2231",TAXA DE LIC P/UTIL DE MEIOS DE PUBLICIDADE - EXERCÍCIO,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121010","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO","112101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO",TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Janeiro,1,"11210101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - PRINCIPAL","IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,66874,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2511",OUTORGA ONEROSA PARA REGULARIZAÇÃO DE EDIFICAÇÃO,"1311",EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO,"1311020","CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS","131102","CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS",EXPLORAÇÃO DO PATRIMÔNIO IMOBILIÁRIO DO ESTADO,"1",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Janeiro,1,"13110201","CONCESSÃO, PERMISSÃO, AUTORIZAÇÃO OU CESSÃO DO DIREITO DE USO DE BENS IMÓVEIS PÚBLICOS - PRINCIPAL",RECEITA PATRIMONIAL,"3","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,72761,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"9407",SEPULTAMENTO EM COVA - PARQUE DAS FLORES - FT 899 - 15.01,"1699",OUTROS SERVIÇOS,"1699990",OUTROS SERVIÇOS,"169999",OUTROS SERVIÇOS,OUTROS SERVIÇOS,"9",2024,"899",OUTROS RECURSOS VINCULADOS,Fevereiro,2,"16999901",OUTROS SERVIÇOS - PRINCIPAL,RECEITA DE SERVIÇOS,"6","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,55.32,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2265",TAXA DE LICENÇA VIGILÂNCIA SANITÁRIA - PARCELAMENTO ADMINISTRATIVO,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121500",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,"112150",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,TAXAS,"2",2024,"659",OUTROS RECURSOS VINCULADOS À SAÚDE,Março,3,"11215001",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA - PRINCIPAL,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,76082.63,253608.69,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"9428",AUTORIZ. P/ INSTAL. GRADE/ LÁPIDE/ CANTEIRO - CASA AMARELA - FT 899 - 15.01,"1699",OUTROS SERVIÇOS,"1699990",OUTROS SERVIÇOS,"169999",OUTROS SERVIÇOS,OUTROS SERVIÇOS,"9",2024,"899",OUTROS RECURSOS VINCULADOS,Março,3,"16999901",OUTROS SERVIÇOS - PRINCIPAL,RECEITA DE SERVIÇOS,"6","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,3734.64,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"2245",TAXA LIC P/INST OU UTIL DE MAQ MOT ETC - PARCELAMENTO ADMINISTRATIVO,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121010","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO","112101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO",TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Maio,5,"11210101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - PRINCIPAL","IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,1304.03,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6327",EPIDEMIOLOGIA E CONTROLE DE DOENÇAS,"1713",TRANSFERÊNCIAS DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS ,"1713503",TRANSFERÊNCIAS DE RECURSOS DO BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - VIGILÂNCIA EM SAÚDE,"171350",TRANSFERÊNCIAS DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS - REPASSES FUNDO A FUNDO - BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,"1",2024,"600",TRANSF. FUNDO A FUNDO SUS GOV. FED. - BL. MANUTENÇÃO SERV. SAÚDE,Maio,5,"17135031",TRANSFERÊNCIAS DE RECURSOS DO BLOCO DE MANUTENÇÃO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE - VIGILÂNCIA EM SAÚDE - PRINCIPAL,TRANSFERÊNCIAS CORRENTES,"7","480100",FUNDO MUNICIPAL DE SAÚDE - FMS,,0,825762.24,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"5514",JUROS SOBRE TAXA DE VIGILÂNCIA SANITÁRIA - EXERCÍCIO,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121500",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,"112150",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA,TAXAS,"2",2024,"659",OUTROS RECURSOS VINCULADOS À SAÚDE,Julho,7,"11215002",TAXA DE FISCALIZAÇÃO DE VIGILÂNCIA SANITÁRIA - MULTAS E JUROS DE MORA,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,1071.98,3573.25,
"2",RECEITAS DE CAPITAL,"621210101",RECEITA REALIZADA,C,"7153",OPERAÇÃO DE CRÉDITO - BACIA DO BEBERIBE,"2112",OPERAÇÕES DE CRÉDITO CONTRATUAIS - MERCADO INTERNO,"2112010",OPERAÇÕES DE CRÉDITO CONTRATUAIS - MERCADO INTERNO,"211201",OPERAÇÕES DE CRÉDITO CONTRATUAIS - MERCADO INTERNO,OPERAÇÕES DE CRÉDITO - MERCADO INTERNO,"1",2024,"754",RECURSOS DE OPERAÇÕES DE CRÉDITO,Agosto,8,"21120101",OPERAÇÕES DE CRÉDITO CONTRATUAIS - MERCADO INTERNO - PRINCIPAL,OPERAÇÕES DE CRÉDITO,"1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,1045589.89,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"9466",ABERTURA CATAC./ OSSUÁRIO P/ COLOC. OSSOS - CEMITÉRIO STO. AMARO - FT 899 - 15.01,"1699",OUTROS SERVIÇOS,"1699990",OUTROS SERVIÇOS,"169999",OUTROS SERVIÇOS,OUTROS SERVIÇOS,"9",2024,"899",OUTROS RECURSOS VINCULADOS,Setembro,9,"16999901",OUTROS SERVIÇOS - PRINCIPAL,RECEITA DE SERVIÇOS,"6","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,6475.52,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4527",MULTAS SOBRE TAXA DE LICENÇA PARA EXECUÇÃO DE OBRAS - EXERCÍCIO ANTERIOR,"1121",TAXAS PELO EXERCÍCIO DO PODER DE POLÍCIA,"1121010","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO","112101","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO",TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Setembro,9,"11210102","TAXAS DE INSPEÇÃO, CONTROLE E FISCALIZAÇÃO - MULTAS E JUROS","IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,243.56,
"7",RECEITAS CORRENTES INTRAORÇAMENTÁRIAS,"621210101",RECEITA REALIZADA,C,"6208",RECEITA DE SERVIÇOS DE ADMINISTRAÇÃO DO RPPS,"7611",SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS,"7611010",SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS PRESTADOS POR ENTIDADES E ÓRGÃOS PÚBLICOS EM GERAL,"761101",SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS PRESTADOS POR ENTIDADES E ÓRGÃOS PÚBLICOS EM GERAL,SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS,"1",2024,"802",RECURSOS VINCULADOS RPPS - TAXA ADMINISTRAÇÃO,Setembro,9,"76110101",SERVIÇOS ADMINISTRATIVOS E COMERCIAIS GERAIS PRESTADOS POR ENTIDADES E ÓRGÃOS PÚBLICOS EM GERAL - PRINCIPAL,RECEITA DE SERVIÇOS,"6","610100",AUTARQUIA MUNICIPAL DE PREVIDÊNCIA E ASSISTÊNCIA À SAÚDE DOS SERVIDORES,,0,738935.06,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"6600",OUTRAS MULTAS - FT 241 - EMLURB,"1911","MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1911090",MULTAS E JUROS PREVISTOS EM CONTRATOS,"191109",MULTAS E JUROS PREVISTOS EM CONTRATOS,"MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS","1",2024,"501",OUTROS RECURSOS NÃO VINCULADOS,Agosto,8,"19110901",MULTAS E JUROS PREVISTOS EM CONTRATOS - PRINCIPAL,OUTRAS RECEITAS CORRENTES,"9","501000",AUTARQUIA DE MANUTENÇÃO E LIMPEZA URBANA - EMLURB,,0,855.83,
"1",RECEITAS CORRENTES,"621210101",RECEITA REALIZADA,C,"4153",MULTA POR ATRASO TAXAS DE SERVIÇOS - DÍVIDA ATIVA,"1122",TAXAS PELA PRESTAÇÃO DE SERVIÇOS,"1122010",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,"112201",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL,TAXAS,"2",2024,"753",RECURSOS PROVENIENTES DE TAXAS E CONTRIBUIÇÕES,Janeiro,1,"11220104",TAXAS PELA PRESTAÇÃO DE SERVIÇOS EM GERAL - DÍVIDA ATIVA - MULTAS E JUROS,"IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA","1","150100",SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA,,0,292870.66,
"2",RECEITAS DE CAPITAL,"621210101",RECEITA REALIZADA,C,"7129",TRANSF. DO FUNDO NACIONAL DE SAÚDE - SUS - CAPITAL,"2411",TRANSFERÊNCIAS DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS,"2411511",TRANSFERÊNCIAS DE RECURSOS DO BLOCO DE ESTRUTURAÇÃO DA REDE DE SERVIÇOS PÚBLICOS DE SAÚDE - ATENÇÃO PRIMÁRIA,"241151",TRANSFERÊNCIAS DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS - FUNDO A FUNDO - BLOCO DE ESTRUTURAÇÃO DA REDE DE SERVIÇOS PÚBLICOS DE SAÚDE,TRANSFERÊNCIAS DA UNIÃO E DE SUAS ENTIDADES,"1",2024,"601",TRANSF. FUNDO A FUNDO SUS GOV. FED. - BL. ESTRUTURAÇÃO REDE SAÚDE,Janeiro,1,"24115111",TRANSFERÊNCIAS DE RECURSOS DO BLOCO DE ESTRUTURAÇÃO DA REDE DE SERVIÇOS PÚBLICOS DE SAÚDE - ATENÇÃO PRIMÁRIA - PRINCIPAL,TRANSFERÊNCIAS DE CAPITAL,"4","480100",FUNDO MUNICIPAL DE SAÚDE - FMS,,0,120000,
